ENTITYA	TYPEA	IDA	DATABASEA	ENTITYB	TYPEB	IDB	DATABASEB	EFFECT	MECHANISM
MAPK8IP3	protein	Q9UPT6	UNIPROT	MAP2K7	protein	O14733	UNIPROT	up-regulates	binding
IL22RA1	protein	Q8N6P7	UNIPROT	STAT3	protein	P40763	UNIPROT	up-regulates	
DYRK1A	protein	Q13627	UNIPROT	GLI1	protein	P08151	UNIPROT	up-regulates	phosphorylation
MK-2461	chemical	CID:44137946	PUBCHEM	FLT3	protein	P36888	UNIPROT	down-regulates	chemical inhibition
CDK2	protein	P24941	UNIPROT	PGR	protein	P06401	UNIPROT	unknown	phosphorylation
PDGFRB	protein	P09619	UNIPROT	PDGFRB	protein	P09619	UNIPROT	up-regulates activity	phosphorylation
PDGFRB	protein	P09619	UNIPROT	PDGFRB	protein	P09619	UNIPROT	up-regulates activity	phosphorylation
DYRK2	protein	Q92630	UNIPROT	SIAH2	protein	O43255	UNIPROT	up-regulates	phosphorylation
GSK3B	protein	P49841	UNIPROT	MAPT	protein	P10636	UNIPROT	down-regulates	phosphorylation
DYRK2	protein	Q92630	UNIPROT	SIAH2	protein	O43255	UNIPROT	up-regulates	phosphorylation
CDK2	protein	P24941	UNIPROT	SF3B1	protein	O75533	UNIPROT	unknown	phosphorylation
MAPK1	protein	P28482	UNIPROT	PTPN7	protein	P35236	UNIPROT	up-regulates activity	phosphorylation
CDK2	protein	P24941	UNIPROT	PGR	protein	P06401	UNIPROT	unknown	phosphorylation
TYK2	protein	P29597	UNIPROT	STAT3	protein	P40763	UNIPROT	up-regulates	phosphorylation
MAPK8IP3	protein	Q9UPT6	UNIPROT	MAP3K11	protein	Q16584	UNIPROT	up-regulates	binding
GSK3A	protein	P49840	UNIPROT	JUN	protein	P05412	UNIPROT	down-regulates	phosphorylation
IL6	protein	P05231	UNIPROT	IL6R	protein	P08887	UNIPROT	up-regulates	binding
GDNF	protein	P39905	UNIPROT	GFRA1	protein	P56159	UNIPROT	up-regulates	binding
CDK1	protein	P06493	UNIPROT	HMGA1	protein	P17096	UNIPROT	down-regulates	phosphorylation
TGFB1	protein	P01137	UNIPROT	CDK2	protein	P24941	UNIPROT	down-regulates	
GDNF	protein	P39905	UNIPROT	RET	protein	P07949	UNIPROT	up-regulates	binding
CHEK2	protein	O96017	UNIPROT	PML	protein	P29590	UNIPROT	unknown	phosphorylation
NRTN	protein	Q99748	UNIPROT	GFRA1	protein	P56159	UNIPROT	up-regulates	binding
PSEN1	protein	P49768	UNIPROT	CTNNB1	protein	P35222	UNIPROT	down-regulates	binding
ABL1	protein	P00519	UNIPROT	EGFR	protein	P00533	UNIPROT	up-regulates	phosphorylation
MAPK3	protein	P27361	UNIPROT	MBP	protein	P02686	UNIPROT	down-regulates	phosphorylation
GSK3A	protein	P49840	UNIPROT	JUN	protein	P05412	UNIPROT	down-regulates	phosphorylation
PRKACA	protein	P17612	UNIPROT	SUFU	protein	Q9UMX1	UNIPROT	up-regulates	phosphorylation
CDK1	protein	P06493	UNIPROT	RB1	protein	P06400	UNIPROT	down-regulates	phosphorylation
GSK3A	protein	P49840	UNIPROT	JUN	protein	P05412	UNIPROT	down-regulates	phosphorylation
PAK1	protein	Q13153	UNIPROT	FLNA	protein	P21333	UNIPROT	up-regulates	phosphorylation
CDK1	protein	P06493	UNIPROT	EEF1D	protein	P29692	UNIPROT	unknown	phosphorylation
NRTN	protein	Q99748	UNIPROT	RET	protein	P07949	UNIPROT	up-regulates	binding
WNT5A	protein	P41221	UNIPROT	FZD2	protein	Q14332	UNIPROT	down-regulates	binding
NTRK2	protein	Q16620	UNIPROT	SHC3	protein	Q92529	UNIPROT	up-regulates	binding
DUSP1	protein	P28562	UNIPROT	MAPK1	protein	P28482	UNIPROT	down-regulates	dephosphorylation
PTPN1	protein	P18031	UNIPROT	TRPV6	protein	Q9H1D0	UNIPROT	down-regulates	dephosphorylation
PRKCD	protein	Q05655	UNIPROT	HMGA1	protein	P17096	UNIPROT	down-regulates	phosphorylation
NTRK2	protein	Q16620	UNIPROT	NCK2	protein	O43639	UNIPROT	up-regulates	binding
NTRK1	protein	P04629	UNIPROT	ARHGAP32	protein	A7KAX9	UNIPROT	up-regulates	relocalization
MAPK3	protein	P27361	UNIPROT	SOS1	protein	Q07889	UNIPROT	down-regulates	phosphorylation
BIK	protein	Q13323	UNIPROT	BCL2L1	protein	Q07817	UNIPROT	down-regulates	binding
PRKCD	protein	Q05655	UNIPROT	HMGA1	protein	P17096	UNIPROT	down-regulates	phosphorylation
SIK2	protein	Q9H0K1	UNIPROT	IRS1	protein	P35568	UNIPROT	unknown	phosphorylation
PRKCB	protein	P05771	UNIPROT	CHAT	protein	P28329	UNIPROT	up-regulates	phosphorylation
EGFR	protein	P00533	UNIPROT	CALM1	protein	P62158	UNIPROT	down-regulates	phosphorylation
CAMK2A	protein	Q9UQM7	UNIPROT	RIMS1	protein	Q86UR5	UNIPROT	up-regulates	phosphorylation
CAMK2A	protein	Q9UQM7	UNIPROT	CHAT	protein	P28329	UNIPROT	up-regulates	phosphorylation
MAPK14	protein	Q16539	UNIPROT	MAX	protein	P61244	UNIPROT	down-regulates	phosphorylation
PLK1	protein	P53350	UNIPROT	SNCA	protein	P37840	UNIPROT	up-regulates	phosphorylation
KPNA6	protein	O60684	UNIPROT	NOTCH1	protein	P46531	UNIPROT	up-regulates	relocalization
CDKN1A	protein	P38936	UNIPROT	CDK6	protein	Q00534	UNIPROT	down-regulates	binding
PRKCA	protein	P17252	UNIPROT	KIT	protein	P10721	UNIPROT	down-regulates	phosphorylation
SLIT1	protein	O75093	UNIPROT	GPC1	protein	P35052	UNIPROT	up-regulates	binding
DUSP4	protein	Q13115	UNIPROT	MAPK8	protein	P45983	UNIPROT	down-regulates	dephosphorylation
RASGEF1C	protein	Q8N431	UNIPROT	KRAS	protein	P01116	UNIPROT	up-regulates	binding
SLIT2	protein	O94813	UNIPROT	GPC1	protein	P35052	UNIPROT	up-regulates	binding
CYCS	protein	P99999	UNIPROT	APAF1	protein	O14727	UNIPROT	up-regulates activity	binding
MLN2238	chemical	CID:25183872	PUBCHEM	PSMB5	protein	P28074	UNIPROT	down-regulates	chemical inhibition
JNK	proteinfamily	SIGNOR-PF15	SIGNOR	BCL2L1	protein	Q07817	UNIPROT	down-regulates	phosphorylation
UPR	stimulus	SIGNOR-ST6	SIGNOR	CREB3L2	protein	Q70SY1	UNIPROT	up-regulates	
MTSS1	protein	O43312	UNIPROT	RAC1	protein	P63000	UNIPROT	up-regulates	binding
MAML1	protein	Q92585	UNIPROT	HIST1H4A	protein	P62805	UNIPROT	down-regulates	acetylation
OSM	protein	P13725	UNIPROT	OSMR	protein	Q99650	UNIPROT	up-regulates	binding
FBXW11	protein	Q9UKB1	UNIPROT	NFKBIA	protein	P25963	UNIPROT	down-regulates	ubiquitination
JNK	proteinfamily	SIGNOR-PF15	SIGNOR	BCL2L1	protein	Q07817	UNIPROT	down-regulates	phosphorylation
CAMK2A	protein	Q9UQM7	UNIPROT	RIMS1	protein	Q86UR5	UNIPROT	up-regulates	phosphorylation
PRKCA	protein	P17252	UNIPROT	KIT	protein	P10721	UNIPROT	down-regulates	phosphorylation
CDKN1A	protein	P38936	UNIPROT	CDK3	protein	Q00526	UNIPROT	down-regulates	binding
CDKN1A	protein	P38936	UNIPROT	CDK4	protein	P11802	UNIPROT	down-regulates	binding
PRKCA	protein	P17252	UNIPROT	HNRNPA1	protein	P09651	UNIPROT	down-regulates	phosphorylation
PATZ1	protein	Q9HBE1	UNIPROT	RNF4	protein	P78317	UNIPROT	down-regulates	binding
CDC25A	protein	P30304	UNIPROT	RAF1	protein	P04049	UNIPROT	down-regulates	dephosphorylation
MAPK3	protein	P27361	UNIPROT	LIFR	protein	P42702	UNIPROT	down-regulates	phosphorylation
PLK3	protein	Q9H4B4	UNIPROT	SNCA	protein	P37840	UNIPROT	up-regulates	phosphorylation
APAF1	protein	O14727	UNIPROT	CASP9	protein	P55211	UNIPROT	up-regulates activity	binding
CSNK2A1	protein	P68400	UNIPROT	ACACA	protein	Q13085	UNIPROT	unknown	phosphorylation
MAPK1	protein	P28482	UNIPROT	PARP1	protein	P09874	UNIPROT	up-regulates	phosphorylation
PRKN	protein	O60260	UNIPROT	EPS15	protein	P42566	UNIPROT	up-regulates	ubiquitination
NCKIPSD	protein	Q9NZQ3	UNIPROT	NCK1	protein	P16333	UNIPROT	unknown	binding
MAPK1	protein	P28482	UNIPROT	PARP1	protein	P09874	UNIPROT	up-regulates	phosphorylation
MAPK1	protein	P28482	UNIPROT	ERF	protein	P50548	UNIPROT	down-regulates	phosphorylation
CSNK1A1	protein	P48729	UNIPROT	FOXG1	protein	P55316	UNIPROT	up-regulates	phosphorylation
MAPK1	protein	P28482	UNIPROT	LIFR	protein	P42702	UNIPROT	down-regulates	phosphorylation
STK4	protein	Q13043	UNIPROT	AR	protein	P10275	UNIPROT	down-regulates	
CYCS	protein	P99999	UNIPROT	APAF1	protein	O14727	UNIPROT	up-regulates activity	binding
PELI3	protein	Q8N2H9	UNIPROT	JUN	protein	P05412	UNIPROT	up-regulates	
CSNK2A1	protein	P68400	UNIPROT	MAX	protein	P61244	UNIPROT	down-regulates	phosphorylation
PRKAA1	protein	Q13131	UNIPROT	AMPK	complex	SIGNOR-C15	SIGNOR	form complex	binding
ARFGAP1	protein	Q8N6T3	UNIPROT	LRRK2	protein	Q5S007	UNIPROT	up-regulates	binding
GSK3B	protein	P49841	UNIPROT	HSF1	protein	Q00613	UNIPROT	down-regulates	phosphorylation
PD 98059	chemical	CID:4713	PUBCHEM	MAP2K2	protein	P36507	UNIPROT	down-regulates	chemical inhibition
SL327	chemical	CID:9549284	PUBCHEM	MAP2K2	protein	P36507	UNIPROT	down-regulates	chemical inhibition
SL327	chemical	CID:9549284	PUBCHEM	MAP2K5	protein	Q13163	UNIPROT	down-regulates	chemical inhibition
CDK1	protein	P06493	UNIPROT	CDC25C	protein	P30307	UNIPROT	down-regulates	phosphorylation
PLK3	protein	Q9H4B4	UNIPROT	SNCB	protein	Q16143	UNIPROT	up-regulates	phosphorylation
GRK5	protein	P34947	UNIPROT	SNCA	protein	P37840	UNIPROT	down-regulates	phosphorylation
PRKCB	protein	P05771	UNIPROT	KCNC4	protein	Q03721	UNIPROT	down-regulates	phosphorylation
PRKCB	protein	P05771	UNIPROT	KCNC4	protein	Q03721	UNIPROT	down-regulates	phosphorylation
CDK1	protein	P06493	UNIPROT	MAP2K1	protein	Q02750	UNIPROT	down-regulates	phosphorylation
EGFR	protein	P00533	UNIPROT	CALM1	protein	P62158	UNIPROT	down-regulates	phosphorylation
GSK3B	protein	P49841	UNIPROT	MAPT	protein	P10636	UNIPROT	down-regulates	phosphorylation
SL327	chemical	CID:9549284	PUBCHEM	MAPK7	protein	Q13164	UNIPROT	down-regulates	chemical inhibition
U-0126	chemical	CID:3006531	PUBCHEM	MAP2K1	protein	Q02750	UNIPROT	down-regulates	chemical inhibition
U-0126	chemical	CID:3006531	PUBCHEM	MAP2K2	protein	P36507	UNIPROT	down-regulates	chemical inhibition
wortmannin	chemical	CID:312145	PUBCHEM	PIK3CA	protein	P42336	UNIPROT	down-regulates	chemical inhibition
DLK1	protein	P80370	UNIPROT	FN1	protein	P02751	UNIPROT	up-regulates	binding
XL-647	chemical	CID:10458325	PUBCHEM	ERBB2	protein	P04626	UNIPROT	down-regulates	chemical inhibition
SGK1	protein	O00141	UNIPROT	HTT	protein	P42858	UNIPROT	down-regulates	phosphorylation
U-0126	chemical	CID:3006531	PUBCHEM	MAPK7	protein	Q13164	UNIPROT	down-regulates	chemical inhibition
RPS6KB1	protein	P23443	UNIPROT	POLDIP3	protein	Q9BY77	UNIPROT	unknown	phosphorylation
PRKAG1	protein	P54619	UNIPROT	AMPK	complex	SIGNOR-C15	SIGNOR	form complex	binding
MLN8054	chemical	CID:11712649	PUBCHEM	AURKA	protein	O14965	UNIPROT	down-regulates	chemical inhibition
NFATC2	protein	Q13469	UNIPROT	MYOG	protein	P15173	UNIPROT	up-regulates quantity by expression	transcriptional regulation
PRKDC	protein	P78527	UNIPROT	RPA2	protein	P15927	UNIPROT	unknown	phosphorylation
FLT4	protein	P35916	UNIPROT	SHC1	protein	P29353	UNIPROT	unknown	phosphorylation
FYN	protein	P06241	UNIPROT	MAPT	protein	P10636	UNIPROT	down-regulates	phosphorylation
PRKCA	protein	P17252	UNIPROT	NOX5	protein	Q96PH1	UNIPROT	up-regulates	phosphorylation
GSK3B	protein	P49841	UNIPROT	MAPT	protein	P10636	UNIPROT	down-regulates	phosphorylation
CSNK2A1	protein	P68400	UNIPROT	FKBP4	protein	Q02790	UNIPROT	down-regulates activity	phosphorylation
PRKACA	protein	P17612	UNIPROT	KCNJ12	protein	Q14500	UNIPROT	down-regulates activity	phosphorylation
CDK1	protein	P06493	UNIPROT	RAB5B	protein	P61020	UNIPROT	unknown	phosphorylation
MAPK3	protein	P27361	UNIPROT	APBB1	protein	O00213	UNIPROT	unknown	phosphorylation
CSNK1A1	protein	P48729	UNIPROT	NFATC3	protein	Q12968	UNIPROT	down-regulates activity	phosphorylation
MAPK1	protein	P28482	UNIPROT	NR4A2	protein	P43354	UNIPROT	up-regulates	phosphorylation
CSNK1A1	protein	P48729	UNIPROT	MDM4	protein	O15151	UNIPROT	up-regulates	phosphorylation
AURKB	protein	Q96GD4	UNIPROT	CHMP4C	protein	Q96CF2	UNIPROT	up-regulates	phosphorylation
MAPK1	protein	P28482	UNIPROT	APBB1	protein	O00213	UNIPROT	unknown	phosphorylation
MAPK3	protein	P27361	UNIPROT	APBB1	protein	O00213	UNIPROT	unknown	phosphorylation
MAPK1	protein	P28482	UNIPROT	APBB1	protein	O00213	UNIPROT	unknown	phosphorylation
MAPK1	protein	P28482	UNIPROT	APBB1	protein	O00213	UNIPROT	unknown	phosphorylation
MAPK3	protein	P27361	UNIPROT	APBB1	protein	O00213	UNIPROT	unknown	phosphorylation
MAPK1	protein	P28482	UNIPROT	NR4A2	protein	P43354	UNIPROT	up-regulates	phosphorylation
MAPK1	protein	P28482	UNIPROT	APBB1	protein	O00213	UNIPROT	unknown	phosphorylation
CSNK2A1	protein	P68400	UNIPROT	SPIB	protein	Q01892	UNIPROT	down-regulates	phosphorylation
RB1	protein	P06400	UNIPROT	ABL1	protein	P00519	UNIPROT	down-regulates	binding
MAPK1	protein	P28482	UNIPROT	SORBS3	protein	O60504	UNIPROT	unknown	phosphorylation
FADD	protein	Q13158	UNIPROT	RIPK1	protein	Q13546	UNIPROT	up-regulates activity	binding
DAPK1	protein	P53355	UNIPROT	CAMKK2	protein	Q96RR4	UNIPROT	down-regulates	phosphorylation
IL1R1	protein	P14778	UNIPROT	Inflammation	phenotype	SIGNOR-PH12	SIGNOR	up-regulates	
ATM	protein	Q13315	UNIPROT	MCM3	protein	P25205	UNIPROT	unknown	phosphorylation
STK11	protein	Q15831	UNIPROT	PRKAA1	protein	Q13131	UNIPROT	up-regulates activity	phosphorylation
CSNK2A1	protein	P68400	UNIPROT	SPIB	protein	Q01892	UNIPROT	down-regulates	phosphorylation
PRKCD	protein	Q05655	UNIPROT	TNNI3	protein	P19429	UNIPROT	up-regulates	phosphorylation
CDK2	protein	P24941	UNIPROT	PTPN2	protein	P17706	UNIPROT	unknown	phosphorylation
CSNK2A1	protein	P68400	UNIPROT	SPIB	protein	Q01892	UNIPROT	down-regulates	phosphorylation
CSNK2A1	protein	P68400	UNIPROT	SPIB	protein	Q01892	UNIPROT	down-regulates	phosphorylation
CDK1	protein	P06493	UNIPROT	PPP1CA	protein	P62136	UNIPROT	down-regulates	phosphorylation
MAPK3	protein	P27361	UNIPROT	SOS1	protein	Q07889	UNIPROT	down-regulates	phosphorylation
GNAT1	protein	P11488	UNIPROT	ADCY1	protein	Q08828	UNIPROT	down-regulates	binding
TP53BP2	protein	Q13625	UNIPROT	PPP1R14A	protein	Q96A00	UNIPROT	down-regulates	binding
SMAD6	protein	O43541	UNIPROT	HOXC8	protein	P31273	UNIPROT	up-regulates activity	binding
CDKN2C	protein	P42773	UNIPROT	CDK6	protein	Q00534	UNIPROT	down-regulates	binding
EEF2K	protein	O00418	UNIPROT	EEF2	protein	P13639	UNIPROT	down-regulates	phosphorylation
PPP2CA	protein	P67775	UNIPROT	CTNNB1	protein	P35222	UNIPROT	up-regulates	dephosphorylation
CDK1	protein	P06493	UNIPROT	HMGA2	protein	P52926	UNIPROT	down-regulates	phosphorylation
KHSRP	protein	Q92945	UNIPROT	CDKN1A	protein	P38936	UNIPROT	down-regulates quantity by destabilization	post transcriptional regulation
CDK2	protein	P24941	UNIPROT	RBBP8	protein	Q99708	UNIPROT	up-regulates	phosphorylation
ATR	protein	Q13535	UNIPROT	MCM2	protein	P49736	UNIPROT	unknown	phosphorylation
CDK5	protein	Q00535	UNIPROT	PPP1CA	protein	P62136	UNIPROT	down-regulates	phosphorylation
MAPK3	protein	P27361	UNIPROT	MYB	protein	P10242	UNIPROT	down-regulates	phosphorylation
CDK1	protein	P06493	UNIPROT	HMGA2	protein	P52926	UNIPROT	down-regulates	phosphorylation
DMPK	protein	Q09013	UNIPROT	SRF	protein	P11831	UNIPROT	up-regulates	phosphorylation
RASSF5	protein	Q8WWW0	UNIPROT	RASSF1	protein	Q9NS23	UNIPROT	up-regulates activity	binding
MUSK	protein	O15146	UNIPROT	WNT11	protein	O96014	UNIPROT	up-regulates	binding
GSK3B	protein	P49841	UNIPROT	GLI2	protein	P10070	UNIPROT	down-regulates quantity by destabilization	phosphorylation
GRK3	protein	P35626	UNIPROT	BDKRB2	protein	P30411	UNIPROT	down-regulates activity	phosphorylation
TBX2	protein	Q13207	UNIPROT	CDKN1A	protein	P38936	UNIPROT	down-regulates quantity by repression	transcriptional regulation
TBX2	protein	Q13207	UNIPROT	CDKN2A	protein	Q8N726	UNIPROT	down-regulates quantity by repression	transcriptional regulation
CDKN2A	protein	P42771	UNIPROT	CDK4	protein	P11802	UNIPROT	down-regulates	binding
CDKN2A	protein	P42771	UNIPROT	CDK6	protein	Q00534	UNIPROT	down-regulates	binding
TP53	protein	P04637	UNIPROT	BID	protein	P55957	UNIPROT	up-regulates quantity by expression	transcriptional regulation
PTPN12	protein	Q05209	UNIPROT	SHC1	protein	P29353	UNIPROT	down-regulates	dephosphorylation
INSR	protein	P06213	UNIPROT	DOK5	protein	Q9P104	UNIPROT	up-regulates	
AKT3	protein	Q9Y243	UNIPROT	BMI1	protein	P35226	UNIPROT	up-regulates activity	phosphorylation
GSK3B	protein	P49841	UNIPROT	GLI2	protein	P10070	UNIPROT	down-regulates quantity by destabilization	phosphorylation
MAPK3	protein	P27361	UNIPROT	SOS1	protein	Q07889	UNIPROT	down-regulates	phosphorylation
AKT3	protein	Q9Y243	UNIPROT	CASP9	protein	P55211	UNIPROT	down-regulates	phosphorylation
EIF2AK1	protein	Q9BQI3	UNIPROT	EIF2S1	protein	P05198	UNIPROT	up-regulates	phosphorylation
KDR	protein	P35968	UNIPROT	KDR	protein	P35968	UNIPROT	up-regulates	phosphorylation
FAS	protein	P25445	UNIPROT	FADD	protein	Q13158	UNIPROT	up-regulates activity	binding
NFKBIA	protein	P25963	UNIPROT	NFKB1	protein	P19838	UNIPROT	down-regulates activity	binding
VEGFA	protein	P15692	UNIPROT	KDR	protein	P35968	UNIPROT	up-regulates	binding
CDKN2C	protein	P42773	UNIPROT	CDK4	protein	P11802	UNIPROT	down-regulates	binding
KDR	protein	P35968	UNIPROT	KDR	protein	P35968	UNIPROT	up-regulates	phosphorylation
14-3-3	proteinfamily	SIGNOR-PF7	SIGNOR	BAD	protein	Q92934	UNIPROT	down-regulates	binding
TP53	protein	P04637	UNIPROT	BCL2L1	protein	Q07817	UNIPROT	down-regulates activity	binding
CASP3	protein	P42574	UNIPROT	STK4	protein	Q13043	UNIPROT	up-regulates activity	cleavage
PTK2	protein	Q05397	UNIPROT	SH3GL1	protein	Q99961	UNIPROT	unknown	phosphorylation
CSNK2A1	protein	P68400	UNIPROT	PSEN2	protein	P49810	UNIPROT	unknown	phosphorylation
ATM	protein	Q13315	UNIPROT	RPA2	protein	P15927	UNIPROT	unknown	phosphorylation
KDR	protein	P35968	UNIPROT	KDR	protein	P35968	UNIPROT	up-regulates	phosphorylation
MAPK3	protein	P27361	UNIPROT	APBB1	protein	O00213	UNIPROT	unknown	phosphorylation
KDR	protein	P35968	UNIPROT	KDR	protein	P35968	UNIPROT	up-regulates	phosphorylation
ACIN1	protein	Q9UKV3	UNIPROT	Chromatine Condensation	phenotype	SIGNOR-PH21	SIGNOR	up-regulates	
RYBP	protein	Q8N488	UNIPROT	ABL1	protein	P00519	UNIPROT	down-regulates	binding
MAPK10	protein	P53779	UNIPROT	NFATC1	protein	O95644	UNIPROT	down-regulates	phosphorylation
DUSP1	protein	P28562	UNIPROT	MAPK8	protein	P45983	UNIPROT	down-regulates	dephosphorylation
MAPK14	protein	Q16539	UNIPROT	NFATC1	protein	O95644	UNIPROT	down-regulates	phosphorylation
TRADD	protein	Q15628	UNIPROT	FADD	protein	Q13158	UNIPROT	up-regulates activity	binding
Pax7-FOXO1	protein	F8TAD1	UNIPROT	IGF1R	protein	P08069	UNIPROT	up-regulates quantity by expression	transcriptional regulation
MAPK3	protein	P27361	UNIPROT	NFATC1	protein	O95644	UNIPROT	down-regulates	phosphorylation
JAK2	protein	O60674	UNIPROT	GTF2I	protein	P78347	UNIPROT	up-regulates activity	phosphorylation
PRKACA	protein	P17612	UNIPROT	ITGA4	protein	P13612	UNIPROT	up-regulates activity	phosphorylation
PRKCA	protein	P17252	UNIPROT	RORA	protein	P35398	UNIPROT	unknown	phosphorylation
CASP3	protein	P42574	UNIPROT	STK4	protein	Q13043	UNIPROT	up-regulates activity	cleavage
MAPK3	protein	P27361	UNIPROT	HSF1	protein	Q00613	UNIPROT	down-regulates	phosphorylation
CDK2	protein	P24941	UNIPROT	NPAT	protein	Q14207	UNIPROT	up-regulates	phosphorylation
PRKACA	protein	P17612	UNIPROT	HSP90AA1	protein	P07900	UNIPROT	unknown	phosphorylation
NEK2	protein	P51955	UNIPROT	NEK2	protein	P51955	UNIPROT	down-regulates	phosphorylation
CDKL5	protein	O76039	UNIPROT	LRRC4C	protein	Q9HCJ2	UNIPROT	unknown	phosphorylation
PTPN1	protein	P18031	UNIPROT	NFKBIA	protein	P25963	UNIPROT	down-regulates	dephosphorylation
PAX3	protein	P23760	UNIPROT	TBX2	protein	Q13207	UNIPROT	up-regulates quantity by expression	transcriptional regulation
FHIT	protein	P49789	UNIPROT	MDM2	protein	Q00987	UNIPROT	down-regulates	
Pax7-FOXO1	protein	F8TAD1	UNIPROT	JARID2	protein	Q92833	UNIPROT	up-regulates quantity by expression	transcriptional regulation
Pax7-FOXO1	protein	F8TAD1	UNIPROT	SUV39H1	protein	O43463	UNIPROT	up-regulates quantity by expression	transcriptional regulation
JARID2	protein	Q92833	UNIPROT	MYOG	protein	P15173	UNIPROT	down-regulates quantity by repression	transcriptional regulation
SUV39H1	protein	O43463	UNIPROT	MYOD1	protein	P15172	UNIPROT	down-regulates quantity by repression	transcriptional regulation
metformin	chemical	CID:4091	PUBCHEM	G6PC	protein	P35575	UNIPROT	up-regulates quantity by expression	transcriptional regulation
SUV39H1	protein	O43463	UNIPROT	MYOG	protein	P15173	UNIPROT	down-regulates quantity by repression	transcriptional regulation
TBX3	protein	O15119	UNIPROT	CDKN1A	protein	P38936	UNIPROT	down-regulates quantity by repression	transcriptional regulation
INPPL1	protein	O15357	UNIPROT	"PtsIns(3,4,5)P3"	smallmolecule	CID:24755492	PUBCHEM	down-regulates	small molecule catalysis
CSNK2A1	protein	P68400	UNIPROT	MAPK9	protein	P45984	UNIPROT	unknown	phosphorylation
CSNK2A1	protein	P68400	UNIPROT	MAPK9	protein	P45984	UNIPROT	unknown	phosphorylation
AURKB	protein	Q96GD4	UNIPROT	CHMP4C	protein	Q96CF2	UNIPROT	up-regulates	phosphorylation
SIRT3	protein	Q9NTG7	UNIPROT	IDH2	protein	P48735	UNIPROT	up-regulates	deacetylation
AURKB	protein	Q96GD4	UNIPROT	MYBBP1A	protein	Q9BQG0	UNIPROT	unknown	phosphorylation
HRK	protein	O00198	UNIPROT	BCL2	protein	P10415	UNIPROT	down-regulates	binding
HRK	protein	O00198	UNIPROT	BCL2L1	protein	Q07817	UNIPROT	down-regulates	binding
HDAC5	protein	Q9UQL6	UNIPROT	MEF2C	protein	Q06413	UNIPROT	down-regulates	binding
DAXX	protein	Q9UER7	UNIPROT	FAS	protein	P25445	UNIPROT	down-regulates	binding
RB1	protein	P06400	UNIPROT	TRIP11	protein	Q15643	UNIPROT	down-regulates	binding
NR0B2	protein	Q15466	UNIPROT	PCK1	protein	P35558	UNIPROT	up-regulates quantity by expression	transcriptional regulation
ULK2	protein	Q8IYT8	UNIPROT	ATG13	protein	O75143	UNIPROT	up-regulates	phosphorylation
TRADD	protein	Q15628	UNIPROT	TRAF2	protein	Q12933	UNIPROT	up-regulates activity	binding
CDK2	protein	P24941	UNIPROT	RB1	protein	P06400	UNIPROT	down-regulates	phosphorylation
MAPK1	protein	P28482	UNIPROT	RPTOR	protein	Q8N122	UNIPROT	unknown	phosphorylation
ITK	protein	Q08881	UNIPROT	CD28	protein	P10747	UNIPROT	up-regulates	phosphorylation
PRKCB	protein	P05771	UNIPROT	STMN1	protein	P16949	UNIPROT	down-regulates	phosphorylation
MAPK8	protein	P45983	UNIPROT	ITCH	protein	Q96J02	UNIPROT	up-regulates activity	phosphorylation
PRKACA	protein	P17612	UNIPROT	FXYD1	protein	O00168	UNIPROT	unknown	phosphorylation
MAPK1	protein	P28482	UNIPROT	SMAD1	protein	Q15797	UNIPROT	down-regulates	phosphorylation
IKBKB	protein	O14920	UNIPROT	NFKBIB	protein	Q15653	UNIPROT	down-regulates	phosphorylation
SF1	protein	Q15637	UNIPROT	FUS	protein	P35637	UNIPROT	down-regulates	binding
EPHA8	protein	P29322	UNIPROT	EPHA8	protein	P29322	UNIPROT	up-regulates activity	phosphorylation
MAPK3	protein	P27361	UNIPROT	NUP153	protein	P49790	UNIPROT	unknown	phosphorylation
AURKB	protein	Q96GD4	UNIPROT	VIM	protein	P08670	UNIPROT	down-regulates	phosphorylation
MAPK1	protein	P28482	UNIPROT	NUP153	protein	P49790	UNIPROT	unknown	phosphorylation
